user,result,apply_dt,close_dt,update_ts,duration,description,id
PPPP,通过,2017-01-12,2017-07-10,2017-07-11 8:08,179 days,小学 中学 poly 毕业工作 工资2000,meta/pr/2020-07-11/2017-07-11 8:08_PPPP.json
dawn,进行中,2016-10-22,,2017-07-10 5:49,,女，国内重点大学毕业，来新6年，月薪5500，ep，公司老板推荐信， 已婚，老公是PR，月薪8500. 第三次申请,meta/pr/2020-07-11/2017-07-10 5:49_dawn.json
Afn,进行中,2017-06-17,,2017-07-10 11:58,,"SP, 月薪4000，工作8年。第三次申请。",meta/pr/2020-07-11/2017-07-10 11:58_Afn.json
littledevil,通过,2016-06-27,2017-07-09,2017-07-09 10:35,377 days,两人申请，国内大学毕业，EP月薪8K+DP月薪2K，来新两年,meta/pr/2020-07-11/2017-07-09 10:35_littledevil.json
BB,进行中,2017-02-15,,2017-07-07 1:05,,"这一次 第二次 老公帮我申请 现在拿 ltvp 薪水 2.2K 以前有四次自己申请 都被 reject，中间 有一次是老公是主申请人。还有申请过两次long term visit pass 都没下来。08年来新 ，薪水 2500 现在的 SPass 下个月到期 。。。。。公司没有 renew 不知会怎样。。。。。。 20 Mar 2016 发Email 问 ICA, 22 Mar 2016 上网查发现Reject",meta/pr/2020-07-11/2017-07-07 1:05_BB.json
beizhengzsf,通过,2016-12-08,2017-07-03,2017-07-03 7:58,207 days,"申请dependent PR，加拿大PhD, NTU RF, EP 薪水basic 4.5K，工作8个月，第一次申请",meta/pr/2020-07-11/2017-07-03 7:58_beizhengzsf.json
duo,上诉中,2016-11-23,2017-06-20,2017-07-03 3:53,209 days,女， 29岁， 独生女，未婚，来新6年多，NTU硕士，机械工程专业，工作5年， 更新新工作和薪水状态5000上诉中,meta/pr/2020-07-11/2017-07-03 3:53_duo.json
,进行中,2016-11-25,,2017-07-03 1:37,,中间自己补过薪水单和信件，好漫长的等待。 。。。。。希望别reject我啊！,meta/pr/2020-07-11/2017-07-03 1:37_.json
piwaldo,进行中,2017-04-21,,2017-06-22 4:53,,"NTU 博后，14年1月来坡，第一次申请（太太DP, 小孩DP, 小一），月薪 4.6k",meta/pr/2020-07-11/2017-06-22 4:53_piwaldo.json
Zzzzzz,,2017-01-04,2017-06-20,2017-06-21 4:13,167 days,EP+DP孩子，海外master，来新8年多，月薪7.5，申请8次，全部悲剧 老婆SP，全家一起申请和分开申请一个结果。,meta/pr/2020-07-11/2017-06-21 4:13_Zzzzzz.json
Ella,通过,2016-10-21,2017-05-31,2017-06-14 6:24,222 days,丈夫主申请人，妻子全职太太，儿子3岁，女儿1岁，均新加坡出生，去年10月申请，今年5月底全家获批，此前3次申请悲剧。说说基本情况，丈夫，36岁，EP，月收入7500+，本科毕业后在国内工作了几年，2010年来新加坡国大念硕士，2011年毕业后工作。妻子2013年辞职来新，同年第一次申请悲剧，2014年第一个孩子出生，同年第二次申请悲剧，2015年第三次申请悲剧，2016年第二个孩子出生，同年10月第四次申请，也准备是最后一次申请，做好了悲剧就回国或去其他地方的准备，今年5月底通过。感觉度过了PR申请最黑暗的时期，现在好像开始放松了，但愿后来者更幸运。,meta/pr/2020-07-11/2017-06-14 6:24_Ella.json
Xixi,进行中,2017-01-04,,2017-06-07 3:40,,SM 系列奖学金本科毕业。EP6个月。之前无工作经历。,meta/pr/2020-07-11/2017-06-07 3:40_Xixi.json
lavender,通过,2016-11-15,2017-06-04,2017-06-07 12:54,201 days,"马来西亚女生, poly毕业, 薪水gross 1.9k-2k, s pass, 工作8个月申请, 私人医院上班, 保佑保佑! 6个月半拿到pr!!好开心！感觉不是看薪水",meta/pr/2020-07-11/2017-06-07 12:54_lavender.json
goodlucktoyouall,通过,2017-01-12,2017-06-01,2017-06-05 12:16,140 days,来新8年，本地JC+公立本科，单身女性，媒体行业，EP。首次申请。,meta/pr/2020-07-11/2017-06-05 12:16_goodlucktoyouall.json
di,失败,2016-08-16,2016-11-02,2017-06-02 12:40,78 days,大陆985本科。新加坡Msc。 工作两年申请。工程师。月薪4000多一点点。老板推荐信。26男未婚。 三个月不到秒拒。在我意料中。 身边好多类似的case。。。,meta/pr/2020-07-11/2017-06-02 12:40_di.json
wooowo,通过,2016-05-09,2017-05-30,2017-06-02 12:35,386 days,"女，05年来新，政府中学3年，Poly3年，UK本科3年（有去MOE交担保金推迟TG Bond），15年本科毕业回新工作。S-Pass，大公司，会计，Basic 2k3, Gross 2k6，工作近7个月申请。之后主动发邮件更新薪资，Basic 2K8，Gross 3K。17年5月22号收到ICA邮件更新父母信息，父亲政府单位，如实填写，23号回复ICA，一周后5月30号，PR批准。一共历时12个月零2周。",meta/pr/2020-07-11/2017-06-02 12:35_wooowo.json
飘,通过,2016-04-27,2017-05-30,2017-06-01 12:32,398 days,NUS本科，来新十年，EP月薪3K.中间加薪到4K并更新。4月份ICA发信问是否带妻子一起后把妻子加入，一个月后批准,meta/pr/2020-07-11/2017-06-01 12:32_飘.json
anon,通过,2017-01-17,2017-05-23,2017-05-31 9:27,126 days,nus bachelor class of 2016,meta/pr/2020-07-11/2017-05-31 9:27_anon.json
pqzm,通过,2017-12-20,2017-04-20,2017-05-31 9:25,-244 days,ntu bachelor class of 2016,meta/pr/2020-07-11/2017-05-31 9:25_pqzm.json
twx,进行中,2016-12-15,,2017-05-31 12:01,,good luck,meta/pr/2020-07-11/2017-05-31 12:01_twx.json
hiliu,失败,2017-02-11,2017-05-26,2017-05-27 4:22,104 days,NUS研究生文凭，NTU硕士在读，大陆本科与双学位。13年7月来新，工作两年半后申请，软件工程师，薪水4k，有老板推荐信。单身，男，EP，第一次申请。后续：三个半月被拒了。补充信息，今年28岁，非独生子女，有个大我8岁的哥哥在老家陪父母,meta/pr/2020-07-11/2017-05-27 4:22_hiliu.json
songyu512,失败,2016-04-06,2017-05-25,2017-05-26 5:40,414 days,男 薪水4600 带老婆2300 孩子 2岁 不知结果如何 第三次申请,meta/pr/2020-07-11/2017-05-26 5:40_songyu512.json
calculus,进行中,2017-05-08,,2017-05-22 5:13,,"中国本科，NUS phd (2012-2017). EP since 2016 Sep, salary 4k＋. 工作7个月申。pending",meta/pr/2020-07-11/2017-05-22 5:13_calculus.json
sol,通过,2017-01-17,2017-04-27,2017-05-22 4:14,100 days,"EP来新加坡三年，带一个男孩, 老婆新入行幼师（现退出）,第三次申请通过。",meta/pr/2020-07-11/2017-05-22 4:14_sol.json
OUJUN,,2017-03-09,,2017-05-20 10:03,,,meta/pr/2020-07-11/2017-05-20 10:03_OUJUN.json
L,通过,2016-10-06,2017-04-25,2017-05-17 5:34,201 days,11来新 NTU Msc 第三次申请,meta/pr/2020-07-11/2017-05-17 5:34_L.json
yuhan,,2017-03-09,,2017-05-17 12:04,,一家三口申请，求好运好运,meta/pr/2020-07-11/2017-05-17 12:04_yuhan.json
Elvin,失败,2016-09-02,2017-04-03,2017-05-15 9:13,213 days,来新8年多，工作四年多，SIM本科毕业，上市规模公司工作，平均月薪4K+，第三次申请于2016年09月02日递表2017年01月多reject，之后appeal，02月01日改成pending，04月03日再次reject。前后算上appeal共申请4次，现在决定打包回国发展。,meta/pr/2020-07-11/2017-05-15 9:13_Elvin.json
dwy,进行中,2016-12-27,,2017-05-12 6:20,,公民女配偶担保，工作4年，3K+，结婚2年，第二次申请,meta/pr/2020-07-11/2017-05-12 6:20_dwy.json
dwy,进行中,2016-12-27,,2017-05-12 6:19,,公民女担保配偶，工作4年，3k+，第二次申请，结婚2年,meta/pr/2020-07-11/2017-05-12 6:19_dwy.json
军团指挥官,进行中,2016-11-29,,2017-05-08 5:12,,本地NTU本科，工程师，工作半年申请，3800,meta/pr/2020-07-11/2017-05-08 5:12_军团指挥官.json
stephen,进行中,2017-03-25,,2017-05-08 14:53,,"夫妻 男 2011来新 ep, ntu master 女 2014年来新 dp,nus master",meta/pr/2020-07-11/2017-05-08 14:53_stephen.json
xming,通过,2016-09-01,2017-04-27,2017-05-08 10:19,238 days,全家第二次申请，男主43岁，从SP转EP，8.5K，第三国master，申请时来新4年半；女48岁，DP，2.2K，国内中专；男孩13，政府小六 。期间补充女方工资，孩子考试奖状和中学就读证明,meta/pr/2020-07-11/2017-05-08 10:19_xming.json
Wws,进行中,2016-05-31,,2017-05-06 2:42,,Spass 老婆带老公一起申请。 到底还要等多久。已經快一年了。保佑我。,meta/pr/2020-07-11/2017-05-06 2:42_Wws.json
double,进行中,2017-03-20,,2017-05-05 5:16,,求好运~求好运~求好运~,meta/pr/2020-07-11/2017-05-05 5:16_double.json
zz1234567890,进行中,2017-01-04,,2017-05-04 8:38,,"09年来坡,poly ➕大学,工作半年申请，底薪四千。",meta/pr/2020-07-11/2017-05-04 8:38_zz1234567890.json
云,通过,2016-11-23,2017-05-24,2017-05-04 2:48,182 days,,meta/pr/2020-07-11/2017-05-04 2:48_云.json
luckygirl,进行中,2016-11-09,,2017-05-04 2:46,,求好运,meta/pr/2020-07-11/2017-05-04 2:46_luckygirl.json
Li Li,进行中,2017-03-05,,2017-04-30 8:24,,第二次申请，2012年5月来新，国内一本，化工行业，SP， 薪水4K。 2015年8月申请一次，3个月秒拒。,meta/pr/2020-07-11/2017-04-30 8:24_Li Li.json
Mr.J,进行中,2017-03-27,,2017-04-26 17:24,,08年1 月来新，国内专科 薪水6k 第四次申请 物流经理EP,meta/pr/2020-07-11/2017-04-26 17:24_Mr.J.json
xiaocuizr,失败,2015-10-15,2016-02-18,2017-04-24 10:43,126 days,中国PHD，薪水7k，申请1次悲剧，申述1次悲剧,meta/pr/2020-07-11/2017-04-24 10:43_xiaocuizr.json
longshen,通过,2016-12-21,2017-04-11,2017-04-20 9:10,111 days,本科，新加坡工作五年半，薪水不到三千.,meta/pr/2020-07-11/2017-04-20 9:10_longshen.json
oooishiramen,通过,2016-12-02,2017-04-17,2017-04-17 4:08,136 days,06年来新，政府中学+poly，毕业拿sp，历时135天准准4个半月approved,meta/pr/2020-07-11/2017-04-17 4:08_oooishiramen.json
rytha0102,通过,2016-12-12,2017-04-15,2017-04-16 15:00,124 days,本地 公民男 担保马华人女配偶 16年7月ROM 12月申请PR 4月15号网上查询结果 发现已批,meta/pr/2020-07-11/2017-04-16 15:00_rytha0102.json
嘉嘉天下,失败,2016-07-20,2016-11-01,2017-04-11 3:09,104 days,家庭申请，男带女加一个小孩。国内博士，来新一年半，basic salary 8000。女为NTU在读博士。小孩一岁半，在新读幼儿园...估计会杯具 最后杯具了,meta/pr/2020-07-11/2017-04-11 3:09_嘉嘉天下.json
John,通过,2016-11-23,2017-04-03,2017-04-09 2:29,131 days,"夫妻EP DP,EP国内本科，DP新加坡硕士。来新6年，无孩，年薪80K。 第四次申请，4个月批。",meta/pr/2020-07-11/2017-04-09 2:29_John.json
DDT,,2016-01-31,,2017-04-07 3:19,,"来新5年，单身女，独生子。 工作半年的时候16年1月submit, 本地Poly毕业，本地私立degree, 申请的时候薪水2.5k，SP. 16年下半年加薪到2.9k补交了新的薪水单。12月收到了补交父母材料的信。17年初加薪到3.5K，换EP，补交了新的薪水单和EP。3月问过ICA status, 说是being processed.... Pending了一年多了，等到变形，等到崩溃 T T....",meta/pr/2020-07-11/2017-04-07 3:19_DDT.json
bm,通过,2016-10-05,2017-04-07,2017-04-07 3:16,184 days,本人国内985本科毕业，2016年8月来新，在nus读fulltime master，9月和老公登记，10月申pr，整整半年通过了。老公是sm3，nus本科毕业，来新7年，工作两年，2016年6月拿到pr，年薪6w5,meta/pr/2020-07-11/2017-04-07 3:16_bm.json
CY,通过,2016-03-24,2017-04-03,2017-04-06 5:04,375 days,2016年3月24日，一家三口申请，主申请人09年7月开始在新加坡工作，英国master，大陆degree，一直EP，第四次申请，目前世界五百强企业，global role，产业巨头。basic salary 6.5K+， 另外还有9%的外国人基金，加起来 7k多一个月。annual package 110K. 31岁。太太和儿子在14年六月来新加坡，儿子目前四岁不到，在child care centre。太太目前持有LOC工作，月薪2.1k， office工作。申请一个半月后，被要求补充双方父母的资料。10月初收到拒信，10月10日去ICA提交上诉。。。。 2017年3月补交了新的工资单，正常的工资增加，2017年4月6日，approved,meta/pr/2020-07-11/2017-04-06 5:04_CY.json
xxx,通过,2016-02-19,2017-03-14,2017-04-01 12:17,389 days,一人单独申，来新2年，金融业，月薪10k，补交父母信息一次，历时1年,meta/pr/2020-07-11/2017-04-01 12:17_xxx.json
cx,通过,2016-06-07,2017-03-17,2017-03-31 2:03,283 days,"31岁单身，EP, 国外本科，来新1年半申请，历时9个月通过",meta/pr/2020-07-11/2017-03-31 2:03_cx.json
tst,通过,2016-11-15,2017-03-22,2017-03-30 3:55,127 days,男申请DPR，海外博士，EP来新加坡两个月后申请。女PR已1.5年。,meta/pr/2020-07-11/2017-03-30 3:55_tst.json
Luna,进行中,2017-03-30,,2017-03-30 12:38,,2013年初来新，国内211本科，NUS硕士。工作2年半多，薪水5k，EP。单身申请，独生子女，父母在国内，退休。,meta/pr/2020-07-11/2017-03-30 12:38_Luna.json
fkxdd,进行中,2016-11-23,2017-03-29,2017-03-29 2:36,126 days,来新6年多，NTU硕士，机械工程专业，工作四年， 薪水3700，第三次申请,meta/pr/2020-07-11/2017-03-29 2:36_fkxdd.json
gamma,通过,2016-08-01,2017-03-23,2017-03-28 14:59,234 days,"EP pass, 国内本，坡fresh PhD, 带妻子（DP) 申请，2月份时候因为合同续约了，给ICA 发过邮件。申请时男来坡6年，女4年，long term 转的DP. 感恩坡政府，感谢狮城er搭建的平台，特来更新。祝大家早日拿到身份，日子越来越好。",meta/pr/2020-07-11/2017-03-28 14:59_gamma.json
,通过,2016-11-21,2017-03-24,2017-03-27 13:25,123 days,12年来新，2年半WP，一年半SP，老公去年刚拿到的新公民，结婚两个月就申请了，历时四个月，今天查询approved，太激动了，祝大家好运。,meta/pr/2020-07-11/2017-03-27 13:25_.json
Clannad,失败,2016-12-24,2017-03-26,2017-03-27 12:20,92 days,"EP, Basic S$4K+, 本科国内985, 211, NUS master, 来新4.75年, 工作3.75年, 独生子女, Single, 4th time app, 4th rejected.",meta/pr/2020-07-11/2017-03-27 12:20_Clannad.json
xyz,通过,2017-11-09,2017-03-24,2017-03-25 1:58,-230 days,ntu本科毕业来新8年，4k+工作一年。,meta/pr/2020-07-11/2017-03-25 1:58_xyz.json
Lisa,通过,2016-11-18,2017-03-24,2017-03-24 19:01,126 days,女，大龄单身，EP，国内本科，来新2年，提交前申请了本地公立大学的master（业余）,meta/pr/2020-07-11/2017-03-24 19:01_Lisa.json
xinstar,进行中,2017-02-27,,2017-03-21 2:42,,2005年底来新。2006年初到2014年尾一直在新读书。中学，BCAA 拿到diploma。14年底开始工作sp准证 薪水2500。第一次被拒，工作满2年了，现在又重新申请。,meta/pr/2020-07-11/2017-03-21 2:42_xinstar.json
QQ,进行中,2016-10-06,,2017-03-16 14:14,,14来新 EP 8.5K 单身 第二次申请 (第一次被reject后生活就变成了无聊的等待 一直持续到现在 现在也想清楚了 人生有限 如果你把所有时间都花费在这种无意义的等待中 浪费的也只是你自己的经历),meta/pr/2020-07-11/2017-03-16 14:14_QQ.json
Chien,通过,2016-09-27,2017-03-11,2017-03-15 1:56,165 days,"2008 年3月来新,老公2014年12月来新,2015年8月在马来西亚结婚,2016年9月27日用SP带老公一起申请,还在等消息，已经5个月的等待，希望有好结果。。。 等待是个煎熬...很开心的一次就成功申请，反复检查了几次深怕系统错误，不过几次的结果都是“Approved”。。。现在等待收到信做进一步的过程处理",meta/pr/2020-07-11/2017-03-15 1:56_Chien.json
chien,通过,2016-09-27,2017-03-11,2017-03-15 1:45,165 days,马来西亚，女带丈夫一同申请，只是普通执行员，等了5个月希望有好消息。。。,meta/pr/2020-07-11/2017-03-15 1:45_chien.json
family,通过,2016-06-02,2017-02-06,2017-03-11 7:18,249 days,"NTU PHD，女生是research fellow （EP）, 带着老公research fellow（EP） 一起申请，中间ICA给老公打过一次电话问薪水多少，但是没有要payslip，2017年2月6日approve, 3月9日拿到IC。祝大家申请顺利~~",meta/pr/2020-07-11/2017-03-11 7:18_family.json
Pauls,失败,2015-12-09,2016-07-20,2017-03-10 8:14,224 days,这是第四次申请了。 夫妻10年来新，国内985，NTU硕士，男主申请人，薪水5k+，女5k，孕期被拒后带着医生开的男娃证明去appeal，还是被拒。真费劲，快绝望了。,meta/pr/2020-07-11/2017-03-10 8:14_Pauls.json
vivi,进行中,2017-03-10,2017-04-10,2017-03-10 3:55,31 days,Ep 上班两个多月 薪水4500 希望能够顺利通过,meta/pr/2020-07-11/2017-03-10 3:55_vivi.json
nfishsg,通过,2016-10-10,2017-03-06,2017-03-06 7:00,147 days,感恩，通过了，在phd毕业之前~ 老公是pr，我本人现在还是phd在读快要毕业，结婚三个月后申请。祈祷~,meta/pr/2020-07-11/2017-03-06 7:00_nfishsg.json
J,通过,2016-10-05,2017-03-09,2017-03-06 15:22,155 days,毕业工作一个半月后申请，希望不要被拒. 希望快点出结果,meta/pr/2020-07-11/2017-03-06 15:22_J.json
dlmsss,通过,2016-10-27,2017-03-04,2017-03-04 3:09,128 days,NTU 本科，薪水3K+,meta/pr/2020-07-11/2017-03-04 3:09_dlmsss.json
Lux Yang,进行中,2016-10-27,,2017-03-01 16:04,,26岁，马来西亚人，spm文凭都不及格。希望能成功。,meta/pr/2020-07-11/2017-03-01 16:04_Lux Yang.json
shery,通过,2016-07-30,2017-01-27,2017-03-01 13:10,181 days,25岁，未婚，薪水2.5k媒体工作，马来西亚人，台湾毕业， 在新加坡工作两年,meta/pr/2020-07-11/2017-03-01 13:10_shery.json
lisazhang91,失败,2016-12-02,2017-02-24,2017-02-27 8:05,84 days,"NTU Fulltime Master, 13年fall来新，base四千。结果意料之中。没想到这么快。",meta/pr/2020-07-11/2017-02-27 8:05_lisazhang91.json
kellly,进行中,2017-02-13,,2017-02-22 2:27,,"老公 理工学院，私立大学 ，$3700, 来新16年。老公和小孩都新加坡公民 , 来新一年 。",meta/pr/2020-07-11/2017-02-22 2:27_kellly.json
charles,进行中,2016-11-11,,2017-02-17 4:37,,couple 共同申请，两人都是国内211本，本地NTU硕，2010年来新,meta/pr/2020-07-11/2017-02-17 4:37_charles.json
SD,通过,2016-07-04,2017-02-16,2017-02-16 14:59,227 days,男 PR Sponsor妻子申请，男本地公立大学本科，工作5年。女从国内来坡，补习中心华文老师 ROM 半年后申请,meta/pr/2020-07-11/2017-02-16 14:59_SD.json
ww,通过,2016-08-24,2017-01-27,2017-02-14 6:00,156 days,来新8-9年，中学政府中学，POLY毕业，工作11个月递申请，五月多一周得到结果,meta/pr/2020-07-11/2017-02-14 6:00_ww.json
孤独的根号三,通过,2016-07-19,2017-01-26,2017-02-14 1:11,191 days,Local Poly + Local Uni，工作三个月提交申请，建筑项目工程师，basic salary 2600SGD，第一次申请6个月出头即approved，感恩！,meta/pr/2020-07-11/2017-02-14 1:11_孤独的根号三.json
佚名,失败,2016-09-09,2017-02-07,2017-02-13 6:31,151 days,2012年来新，公立大学master，毕业工作于consulting行业，薪资4k左右，第三次申请，依然失败，好难,meta/pr/2020-07-11/2017-02-13 6:31_佚名.json
kevin breel,通过,2016-08-01,2017-01-26,2017-02-09 9:33,178 days,"本地JC, NUS本科毕业，来新加坡7年+ ， 工作半年申请，不到6个月收到IPA. 非常幸运！希望大家新年有好运！",meta/pr/2020-07-11/2017-02-09 9:33_kevin breel.json
Hawthorn,通过,2016-04-12,2017-02-10,2017-02-09 17:08,304 days,全家申请（第一次）；男EP，第三国硕士，来新接近四年，月薪$10K+，非独; 女DP，homemaker; 两个宝宝，均在坡县出生。老板写了一封热情洋溢的推荐信。,meta/pr/2020-07-11/2017-02-09 17:08_Hawthorn.json
蓝蘑菇,进行中,2016-08-31,,2017-02-08 7:28,,NUS master 2012来坡，工作三年，英国公司，独生子女,meta/pr/2020-07-11/2017-02-08 7:28_蓝蘑菇.json
Kevin Breel,通过,2016-08-01,2017-01-29,2017-02-06 9:36,181 days,"中国人，本地JC, NUS本科毕业，工作半年申请，大年初二网上批准",meta/pr/2020-07-11/2017-02-06 9:36_Kevin Breel.json
昌鸿一家,进行中,2016-12-08,,2017-02-03 6:43,,"夫妻，男主申请人，在新10+，国内重点大学毕业，EP,Basic 4K+公司老板推荐信；女，在新近5年，DP,做Account,薪水S$2K+,第二次申请。PRAY求通过，好运！！！！！",meta/pr/2020-07-11/2017-02-03 6:43_昌鸿一家.json
Byland,进行中,2016-11-05,,2017-02-02 14:53,,"全家申请，男主申请人，NTU Master, 在新6+，薪水6.4K， 女NTU Master，在新6+，薪水4k，宝宝不到一岁，希望菩萨保佑",meta/pr/2020-07-11/2017-02-02 14:53_Byland.json
fuhuier,通过,15-06-2016,2017-01-06,2017-02-01 6:24,,6月ROM， 老公 PR sponsor。11年底来坡，985本科，NTU Msc，工作3年，EP，薪水$3.5k。9月份补过一次父母和兄弟姐妹材料。,meta/pr/2020-07-11/2017-02-01 6:24_fuhuier.json
Tony,通过,2016-09-02,,2017-01-26 8:06,,夫妻ep带小孩，小孩在新出生，来新4年，第二次申请,meta/pr/2020-07-11/2017-01-26 8:06_Tony.json
Jochow1015,进行中,2016-09-28,,2017-01-25 2:35,,"Private Banker, son US passport, stay in Singapore 19 month. Apply with husband and son. Husband not employed in Singapore yet.",meta/pr/2020-07-11/2017-01-25 2:35_Jochow1015.json
lisaM,进行中,2016-11-18,,2017-01-24 7:24,,,meta/pr/2020-07-11/2017-01-24 7:24_lisaM.json
oj,通过,2016-08-02,2017-01-10,2017-01-17 6:53,161 days,来新十年，NUS本科毕业，本地公司工作8个月申请,meta/pr/2020-07-11/2017-01-17 6:53_oj.json
Happy2,失败,2016-03-30,2016-08-27,2017-01-17 14:12,150 days,"年龄30，09年来新，985本科，NTU master, 在新时间master1年，工作6年，共7年。第三次申请。薪水7k+。",meta/pr/2020-07-11/2017-01-17 14:12_Happy2.json
bright,通过,2016-04-08,2016-12-19,2017-01-15 5:51,255 days,"$4000, EP, 本地PhD毕业6个月,8月初补交父母材料（要求在两周之内补齐，但邮戳显示这信过了一周才寄出来，差点没赶上）。求好运！",meta/pr/2020-07-11/2017-01-15 5:51_bright.json
brightsky,失败,2016-09-03,2017-01-13,2017-01-13 9:19,132 days,"夫妻国内985本科，男 12年来坡，13年NTU Msc毕业，IT工作3年多 4k+， 女 12年来坡，13年NUS Msc毕业，3k+, 希望早点拿到吧。 ///准备回家！",meta/pr/2020-07-11/2017-01-13 9:19_brightsky.json
Clannad,失败,2016-07-22,2016-07-22,2017-01-08 3:26,0 days,"EP, Basic S$4K+, 本科国内985, 211, NUS master, 来新4年, 工作3年, 独生子女, Single, 3rd time app. 被拒收材料，说是距离上次被拒不到6个月，只能appeal..",meta/pr/2020-07-11/2017-01-08 3:26_Clannad.json
Handsome,通过,2016-06-21,2017-01-06,2017-01-08 2:17,199 days,Nationality: Malaysian Sex: Male Age: 26 years old Qualifications: 1. Bachelor Hons Engineering (Non-SG) 3. Master science Engineering (NUS) Duration in SG: 2 years Salary: SGD3000 Family members all stay in Singapore,meta/pr/2020-07-11/2017-01-08 2:17_Handsome.json
Henry,通过,2016-09-26,2017-01-04,2017-01-06 10:11,100 days,"来新加坡14年，2002来新， 小中学都在这边，poly 毕业 拿SP准证工作了一年整申请PR, 公司不给写我的资料，不过我照样提交，每想到3个月就下来了。四面佛保佑，要去泰国还神了！！！！",meta/pr/2020-07-11/2017-01-06 10:11_Henry.json
KL81,通过,2016-06-23,2017-01-03,2017-01-03 3:30,194 days,单身女子，35岁，来自马来西亚。澳洲多媒体设计学士，新加坡南洋理工大学资讯学硕士。硕士毕业以后曾获邀申请PR但没接受。五年前来新从事教育工作，是半个公务员。一直都是EP，月薪5K＋。等了将近7个月，PR获批。,meta/pr/2020-07-11/2017-01-03 3:30_KL81.json
simplylaugh,通过,2015-11-25,2016-12-30,2016-12-30 8:22,401 days,"DPR, Malsysian, 09年来新，LG 拿到PR 1个月我就提交材料，等了13个月通过",meta/pr/2020-07-11/2016-12-30 8:22_simplylaugh.json
acekillersg,通过,2016-09-30,2016-12-16,2016-12-29 5:26,77 days,NTU PhD，刚工作一个半月就提交了申请。老婆已经是PR，所以是以EP holder身份申请，工资6K+，顺利通过。,meta/pr/2020-07-11/2016-12-29 5:26_acekillersg.json
小马哥,进行中,2016-10-31,,2016-12-28 18:02,,来新加坡5年多 SIM degree 毕业 现在CIMB 银行工作 salary2200,meta/pr/2020-07-11/2016-12-28 18:02_小马哥.json
kooka,进行中,2016-12-24,,2016-12-26 5:51,,bca diploma . kaplan parttime在读还没结束。 来新5年 女，24岁，salary：2200,meta/pr/2020-07-11/2016-12-26 5:51_kooka.json
强强敏敏一家,通过,2016-06-09,2016-09-23,2016-12-24 1:31,106 days,"女本地poly+8年新加坡+PR一年半+政府医院护士+Basic 2,900 Sponsor 男国内211+4年9个月新加坡+SP+Oil&Gas Engineer+Basic 2,900. 5月下旬ROM6月上旬申请。静静的等着。。。",meta/pr/2020-07-11/2016-12-24 1:31_强强敏敏一家.json
wensan,,2016-11-21,,2016-12-22 3:46,,新加坡本科毕业，毕业PO月薪3K，来新五年。求好运,meta/pr/2020-07-11/2016-12-22 3:46_wensan.json
JJ,通过,2016-04-12,2016-12-14,2016-12-19 15:13,246 days,couple，来新5年多，男NTU博士，外企工作，EP，5K+，女，NTU硕士，NTU工作， 3K+,meta/pr/2020-07-11/2016-12-19 15:13_JJ.json
flowerfish,进行中,2016-12-02,,2016-12-17 7:53,,"NUS phD 工科生一枚，12年来新，16年初毕业，做RF工作近一年，工资4500, EP.老公学历同，今年8月份交PhD thesis，11月份答辩，还未拿到conferment letter，九月份开始做RE，SP, 工资3800. 因为老公工作尚未满六个月，且未拿到degree转EP，故单独申请。Pray求好运.",meta/pr/2020-07-11/2016-12-17 7:53_flowerfish.json
rrrwqewqrf,失败,2016-05-01,2016-12-01,2016-12-13 8:46,214 days,GF 月薪7000 失败,meta/pr/2020-07-11/2016-12-13 8:46_rrrwqewqrf.json
qq,失败,2016-09-09,2016-12-11,2016-12-12 5:04,93 days,男带女一岁宝宝申请，半导体行业，国内211本科，来新五年，薪水4.5K，SP。女国内985硕士，来新3年，4K，SP。三个月秒拒。好难过,meta/pr/2020-07-11/2016-12-12 5:04_qq.json
vicky,进行中,2016-11-29,,2016-12-03 2:40,,老公新加坡人，薪水3900，我薪水1700，结婚1个月就去申请了。。,meta/pr/2020-07-11/2016-12-03 2:40_vicky.json
Henry,进行中,2016-10-24,,2016-11-30 0:46,,夫妻同申，夫主申，来新近4年，EP 5000+，第二次申请，进行中，夫国内本科，欧洲硕士；妻NTU博士在读。,meta/pr/2020-07-11/2016-11-30 0:46_Henry.json
DioMax81,进行中,2016-11-24,,2016-11-29 5:59,,35岁，马来西亚男 单身 新加坡工作10年以上了，2016年7月nitec念完后，公司顺利的帮我申请到Spass。8月中拿到Spass后就赶紧预约了。底薪2千出头 gross 2500左右。,meta/pr/2020-07-11/2016-11-29 5:59_DioMax81.json
flyfall,进行中,2016-11-18,,2016-11-19 12:50,,"国内Top3的工科学校MS,半导体工程师，来新三年，basic 5000+,",meta/pr/2020-07-11/2016-11-19 12:50_flyfall.json
LilyZ,通过,2015-05-18,2016-02-01,2016-11-17 5:44,259 days,工作接近一年后去申请，薪资3k＋，用了7个月批准了～ :) 专业是机械工程师,meta/pr/2020-07-11/2016-11-17 5:44_LilyZ.json
SQ,进行中,2016-09-29,,2016-11-10 2:06,,22岁 NTU MSC 来新3年半 单身 独生女 EP 3.3K 外资公司IT support,meta/pr/2020-07-11/2016-11-10 2:06_SQ.json
